1,1951,1.3,19.8,43,0.375,296
1,1952,2.2,17.2,43,0.375,397
1,1953,2.5,4.3,43,0.375,360
1,1954,1.7,0.7,47,0.375,300
1,1955,1.4,2,38.5,0.375,326
1,1956,1.8,6.3,38.5,0.375,352
1,1957,2.3,2.5,38.5,0.375,195
1,1958,2.7,1.3,36.9,0.375,133
1,1959,2.6,1.8,36.9,0.375,109
1,1960,2.5,3.8,36.9,0.375,208
1,1961,2.5,2.5,49.2,0.375,173
1,1962,2.6,-0.3,49.2,0.375,142
1,1963,2.1,0.5,41,0.375,158
1,1964,1.6,2.4,41,0.375,243
1,1965,1.5,4,41,0.375,211
1,1966,1.7,3,33.1,0.375,183
1,1967,1.9,3.2,33.1,0.375,168
1,1968,1.8,2.7,33.1,0.375,249
1,1969,1.8,2.9,47.2,0.375,439
1,1970,1.6,3.9,47.2,0.375,515
1,1971,1.9,6.1,47.2,0.375,645
1,1972,2.6,5.9,53.6,0.375,416
1,1973,2.3,9.5,53.6,0.375,527
1,1974,2.6,15.1,52,0.375,1252
1,1975,4.8,15.1,28.3,0.375,702
1,1976,4.7,13.5,28.3,0.375,760
1,1977,5.6,12.3,30.7,0.375,328
1,1978,6.4,7.9,30.7,0.375,421
1,1979,6.1,9.1,30.7,0.375,778
1,1980,6,10.1,40.8,0.375,633
1,1981,5.7,9.7,40.8,0.375,779
1,1982,7,11.2,40.8,0.375,370
1,1983,9.8,10.1,60,0.375,313
1,1984,8.9,4,55.4,0.375,241
1,1985,8.2,6.7,55.4,0.375,226
11,1951,3.5,27.5,43.6,1,43
11,1952,4.7,13.6,43.6,1,39
11,1953,5.8,-1.6,46.7,1,20
11,1954,4.9,4,46.7,1,26
11,1955,3.6,0,46.7,1,28
11,1956,3.5,3.9,46.7,1,72
11,1957,3.3,2.8,46.7,1,21
11,1958,3.6,2,46.7,1,22
11,1959,3.3,1.1,47.3,1,23
11,1960,2.5,2,47.3,1,30
11,1961,2,3.5,47.3,1,49
11,1962,1.9,4.4,46.1,1,277
11,1963,2.1,2.7,46.1,1,15
11,1964,1.9,3.9,46.1,1,15
11,1965,1.9,4.9,46.1,1,64
11,1966,1.8,2.2,47.9,1,30
11,1967,1.8,4,47.9,1,7
11,1968,2,2.8,47.9,1,3
11,1969,1.8,3.1,47.9,1,8
11,1970,1.5,4.4,49.1,1,11
11,1971,1.2,4.7,49.1,1,2
11,1972,1.1,6.4,50.8,1,6
11,1973,1,7.5,50.8,1,61
11,1974,1.1,9.5,50.8,1,3
11,1975,1.7,8.5,50.8,1,2
11,1976,1.7,7.3,50.8,1,0
11,1977,1.6,5.5,50.8,1,0
11,1978,1.8,3.6,50.8,1,4
11,1979,1.7,3.7,51.9,1,0
11,1980,1.6,6.3,51.9,1,6
11,1981,2.1,6.8,51.9,1,1
11,1982,3.1,5.4,51.9,1,0
11,1983,3.8,3.3,49.2,1,0
11,1984,3.9,5.7,49.2,1,0
11,1985,4.1,3.2,49.2,1,8
12,1951,4.5,9.6,39.6,0.75,242
12,1952,5.2,0.9,39.6,0.75,356
12,1953,5.5,-0.3,39.6,0.75,170
12,1954,5.2,1.3,42.5,0.75,182
12,1955,4,-0.5,42.5,0.75,403
12,1956,2.9,2.8,42.5,0.75,372
12,1957,2.4,3.2,42.5,0.75,1453
12,1958,3.4,1.3,40.6,0.75,114
12,1959,4.1,1.2,40.6,0.75,383
12,1960,3.4,0.3,40.6,0.75,129
12,1961,2.7,1,42,0.75,35
12,1962,2.1,1.4,42,0.75,100
12,1963,1.7,2.2,42,0.75,90
12,1964,1.5,4.2,42,0.75,157
12,1965,1.7,4.1,33,0.75,25
12,1966,1.8,4.2,33,0.75,189
12,1967,2.5,2.9,33,0.75,64
12,1968,2.9,2.7,30.2,0.75,129
12,1969,2.3,3.8,30.2,0.75,56
12,1970,1.9,3.9,30.2,0.75,483
12,1971,1.8,4.3,30.2,0.75,410
12,1972,2.3,5.5,31.1,0.75,117
12,1973,2.3,7,31.1,0.75,282
12,1974,2.4,12.7,29.7,0.75,184
12,1975,4.4,12.8,29.7,0.75,196
12,1976,5.8,9.2,29.7,0.75,291
12,1977,6.6,7.1,30.2,0.75,216
12,1978,7.1,4.5,30.2,0.75,325
12,1979,7.3,4.5,29.3,0.75,197
12,1980,7.7,6.7,29.3,0.75,69
13,1951,2.4,10.4,78.7,0,242
13,1952,2.9,2.5,78.7,0,5918
13,1953,2.9,-0.9,73.5,0,335
13,1954,4.5,0.6,73.5,0,372
13,1955,4.3,0.2,73.5,0,454
13,1956,3.3,1.4,73.5,0,284
13,1957,4.5,3.2,49,0,325
13,1958,6.9,2.6,21.5,0,618
13,1959,5.9,1.1,21.5,0,470
13,1960,6.9,1.3,21.5,0,153
13,1961,7.1,0.9,21.5,0,28
13,1962,5.4,1.2,44.9,0,279
13,1963,5.1,1.8,55.1,0,175
13,1964,4.3,1.8,55.1,0,289
13,1965,3.6,2.5,57.3,0,408
13,1966,3.3,3.7,57.3,0,849
13,1967,3.8,3.6,57.3,0,612
13,1968,4.4,4.1,67,0,762
13,1969,4.4,4.5,67,0,1125
13,1970,5.6,3.4,67,0,934
13,1971,6.1,2.8,67,0,399
13,1972,6.2,4.8,53,0,1041
13,1973,5.5,7.6,53,0,732
13,1974,5.3,10.9,59,0,1121
13,1975,6.9,10.8,59,0,1303
13,1976,7.1,7.5,59,0,1359
13,1977,8,8,59,0,381
13,1978,8.3,8.9,59,0,826
13,1979,7.4,9.1,49.6,0,841
13,1980,7.4,10.2,63.4,0,930
13,1981,7.5,12.5,63.4,0,894
13,1982,10.9,10.8,63.4,0,605
13,1983,11.8,5.8,63.4,0,462
13,1984,11.2,4.3,24.8,0,393
13,1985,10.4,4,24.8,0,315
14,1951,9.7,10.5,44.6,0.5,3
14,1952,12.5,3.8,44.6,0.5,3
14,1953,9.2,0.9,45.6,0.5,2
14,1954,9,0,46.9,0.5,17
14,1955,9.7,5.5,46.9,0.5,7
14,1956,11.1,6,46.9,0.5,789
14,1957,9.9,2.7,43.4,0.5,5
14,1958,9.2,0.7,43.4,0.5,6
14,1959,5.9,1.7,43.4,0.5,12
14,1960,4.2,1.3,43.4,0.5,41
14,1961,3.3,3.5,49.7,0.5,1486
14,1962,1.8,7.4,49.7,0.5,9
14,1963,2,6.1,49.7,0.5,15
14,1964,1.4,3.1,49.7,0.5,11
14,1965,1.2,5.5,49.1,0.5,143
14,1966,1.4,7.1,50.9,0.5,9
14,1967,1.2,8.2,50.9,0.5,6
14,1968,1.2,8,44,0.5,19
14,1969,1.1,3.5,44,0.5,31
14,1970,0.7,6.5,44,0.5,56
14,1971,1.1,5.9,44,0.5,11
14,1972,0.9,6.6,49.7,0.5,11
14,1973,0.9,9.3,49.7,0.5,2001
14,1974,3.5,15.3,36,0.5,94
14,1975,4.9,9.6,41.7,0.5,52
14,1976,6.3,9,41.7,0.5,107
14,1977,7.3,11.1,48,0.5,115
14,1978,8.3,10,48,0.5,64
14,1979,6,9.6,48,0.5,84
14,1980,6.5,12.3,48.6,0.5,90
14,1981,10.3,11.7,48.6,0.5,319
14,1982,11,10.1,48,0.5,45
14,1983,11.4,6.9,48,0.5,38
14,1984,8.5,6.3,46.9,0.5,62
14,1985,7.3,4.7,46.9,0.5,1056
15,1951,0.1,16.3,26.5,0.75,288
15,1952,0.1,1,26.5,0.75,47
15,1953,0.3,2,26.5,0.75,54
15,1954,0.1,0,27,0.75,96
15,1955,0.1,-2.9,27,0.75,281
15,1956,0.1,11,27,0.75,5568
15,1957,0.3,11.3,27,0.75,174
15,1958,0.4,6.6,27,0.75,35
15,1959,2.3,1.5,25.5,0.75,323
15,1960,1.5,3.2,25.5,0.75,71
15,1961,1.2,1.8,25.5,0.75,30
15,1962,1.3,4.5,20,0.75,23
15,1963,1.5,4.9,20,0.75,961
15,1964,1.5,10.4,20,0.75,39
15,1965,1.4,4.8,20,0.75,11
15,1966,1.5,3.9,31,0.75,80
15,1967,2.9,5.6,31,0.75,211
15,1968,3.8,9.2,31,0.75,186
15,1969,2.8,2.2,31,0.75,104
15,1970,1.9,2.7,26,0.75,100
15,1971,2.2,6.5,26,0.75,143
15,1972,2.5,7.1,27.5,0.75,1632
15,1973,2.3,11,27.5,0.75,272
15,1974,1.7,16.7,27.5,0.75,239
15,1975,2.2,17.8,27.5,0.75,155
15,1976,3.8,14.4,27,0.75,684
15,1977,5.8,12.7,27,0.75,1310
15,1978,7.2,7.8,27,0.75,73
15,1979,5.9,7.5,26,0.75,131
15,1980,4.6,11.6,26,0.75,836
15,1981,5.1,12,26,0.75,337
15,1982,5.8,9.6,26,0.75,105
15,1983,6.1,8.4,28.5,0.75,361
15,1984,4.9,7.1,28.5,0.75,754
15,1985,4.8,5.9,28.5,0.75,84
16,1951,0.6,17.7,49.3,0,299
